assignmentId: 2PC0COK2JE1ML9V7CAIWCOZBL0JMTI
task-167-character-1-id: a1z59eb5sfxpy
task-167-is-correct-answer: true
task-167-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-167-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-167-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-167-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-167-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-167-reaction-time: -1
task-167-time-of-doTask: 1298899180064
task-167-time-of-showCharacters: 1298899180718
task-168-are-same: false
task-168-character-0-alphabet: myanmar
task-168-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn31zzw6q.png
task-168-character-0-character-number: 31
task-168-character-0-id: amynpl5xzw6q
task-168-character-1-alphabet: tagalog
task-168-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha05cehcip.png
task-168-character-1-character-number: 05
task-168-character-1-id: a1s3njxhehcip
task-168-is-correct-answer: true
task-168-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231987901,"which":13}
task-168-keypress_before_show_prompt_count: 0
task-168-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-168-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-168-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-168-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-168-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-168-reaction-time: 952
task-168-time-of-doTask: 1298899185731
task-168-time-of-keypress: 1298899187901
task-168-time-of-showCharacters: 1298899186949
task-169-are-same: false
task-169-character-0-alphabet: myanmar
task-169-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln32wgo7n4.png
task-169-character-0-character-number: 32
task-169-character-0-id: a1foggtlgo7n4
task-169-character-1-alphabet: tagalog
task-169-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa05hep7xn.png
task-169-character-1-character-number: 05
task-169-character-1-id: a3mv1jtwep7xn
task-169-is-correct-answer: true
task-169-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231991358,"which":13}
task-169-keypress_before_show_prompt_count: 0
task-169-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-169-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-169-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-169-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-169-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-169-reaction-time: 882
task-169-time-of-doTask: 1298899188911
task-169-time-of-keypress: 1298899191358
task-169-time-of-showCharacters: 1298899190476
task-17-are-same: false
task-17-character-0-alphabet: myanmar
task-17-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ammynypla5xn25zzw6q.png
task-17-character-0-character-number: 25
task-17-character-0-id: amynpl5xzw6q
task-17-character-1-alphabet: korean
task-17-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-17-character-1-character-number: 04
task-17-character-1-id: a2nm1qzuh14ls
task-17-is-correct-answer: true
task-17-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231160915,"which":13}
task-17-keypress_before_show_prompt_count: 0
task-17-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-17-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-17-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-17-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-17-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-17-reaction-time: 885
task-17-time-of-doTask: 1298898359091
task-17-time-of-keypress: 1298898360915
task-17-time-of-showCharacters: 1298898360030
task-170-are-same: false
task-170-character-0-alphabet: atemayar
task-170-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm10icsia2.png
task-170-character-0-character-number: 10
task-170-character-0-id: a31xqftzcsia2
task-170-character-1-alphabet: tagalog
task-170-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa02hep7xn.png
task-170-character-1-character-number: 02
task-170-character-1-id: a3mv1jtwep7xn
task-170-is-correct-answer: true
task-170-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231997693,"which":13}
task-170-keypress_before_show_prompt_count: 0
task-170-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-170-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-170-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-170-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-170-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-170-reaction-time: 708
task-170-time-of-doTask: 1298899196343
task-170-time-of-keypress: 1298899197693
task-170-time-of-showCharacters: 1298899196985
task-171-are-same: true
task-171-character-0-alphabet: tagalog
task-171-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amtynaplg5xa10zzw6q.png
task-171-character-0-character-number: 10
task-171-character-0-id: amynpl5xzw6q
task-171-character-1-alphabet: tagalog
task-171-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca10zrkacw.png
task-171-character-1-character-number: 10
task-171-character-1-id: a1i92aacrkacw
task-171-is-correct-answer: true
task-171-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-171-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-171-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-171-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-171-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-171-reaction-time: -1
task-171-time-of-doTask: 1298899198704
task-171-time-of-showCharacters: 1298899200002
task-172-are-same: false
task-172-character-0-alphabet: tagalog
task-172-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca06zrkacw.png
task-172-character-0-character-number: 06
task-172-character-0-id: a1i92aacrkacw
task-172-character-1-alphabet: myanmar
task-172-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn32yrhm6.png
task-172-character-1-character-number: 32
task-172-character-1-id: a6fjbvuzrhm6
task-172-is-correct-answer: true
task-172-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232007376,"which":13}
task-172-keypress_before_show_prompt_count: 0
task-172-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-172-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-172-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-172-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-172-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-172-reaction-time: 842
task-172-time-of-doTask: 1298899205006
task-172-time-of-keypress: 1298899207376
task-172-time-of-showCharacters: 1298899206534
task-173-are-same: false
task-173-character-0-alphabet: korean
task-173-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue28fh14ls.png
task-173-character-0-character-number: 28
task-173-character-0-id: a2nm1qzuh14ls
task-173-character-1-alphabet: myanmar
task-173-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4m85y8na7gn323gst4.png
task-173-character-1-character-number: 32
task-173-character-1-id: a4858n7ggst4
task-173-is-correct-answer: true
task-173-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232009910,"which":13}
task-173-keypress_before_show_prompt_count: 0
task-173-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-173-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-173-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-173-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-173-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-173-reaction-time: 632
task-173-time-of-doTask: 1298899208387
task-173-time-of-keypress: 1298899209911
task-173-time-of-showCharacters: 1298899209279
task-174-are-same: true
task-174-character-0-alphabet: inuktitut
task-174-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk03hg1ofp.png
task-174-character-0-character-number: 03
task-174-character-0-id: a2pfktghg1ofp
task-174-character-1-alphabet: inuktitut
task-174-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk03x8zfbo.png
task-174-character-1-character-number: 03
task-174-character-1-id: a2qnqd7m8zfbo
task-174-is-correct-answer: true
task-174-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-174-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-174-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-174-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-174-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-174-reaction-time: -1
task-174-time-of-doTask: 1298899210924
task-174-time-of-showCharacters: 1298899212015
task-175-are-same: true
task-175-character-0-alphabet: korean
task-175-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe04txngce.png
task-175-character-0-character-number: 04
task-175-character-0-id: a2px0aywxngce
task-175-character-1-alphabet: korean
task-175-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kmvo1jrtwe04hep7xn.png
task-175-character-1-character-number: 04
task-175-character-1-id: a3mv1jtwep7xn
task-175-is-correct-answer: true
task-175-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-175-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-175-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-175-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-175-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-175-reaction-time: -1
task-175-time-of-doTask: 1298899217027
task-175-time-of-showCharacters: 1298899218291
task-176-are-same: false
task-176-character-0-alphabet: myanmar
task-176-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn2516e081.png
task-176-character-0-character-number: 25
task-176-character-0-id: a1aegunf6e081
task-176-character-1-alphabet: sylheti
task-176-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh19ipb1s.png
task-176-character-1-character-number: 19
task-176-character-1-id: avlbkm6qpb1s
task-176-is-correct-answer: true
task-176-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232024747,"which":13}
task-176-keypress_before_show_prompt_count: 0
task-176-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-176-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-176-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-176-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-176-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-176-reaction-time: 685
task-176-time-of-doTask: 1298899223303
task-176-time-of-keypress: 1298899224747
task-176-time-of-showCharacters: 1298899224062
task-177-are-same: true
task-177-character-0-alphabet: korean
task-177-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue39fh14ls.png
task-177-character-0-character-number: 39
task-177-character-0-id: a2nm1qzuh14ls
task-177-character-1-alphabet: korean
task-177-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe39lpzden.png
task-177-character-1-character-number: 39
task-177-character-1-id: a1manxzopzden
task-177-is-correct-answer: false
task-177-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232028873,"which":13}
task-177-keypress_before_show_prompt_count: 0
task-177-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-177-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-177-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-177-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-177-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-177-reaction-time: 1835
task-177-time-of-doTask: 1298899225759
task-177-time-of-keypress: 1298899228873
task-177-time-of-showCharacters: 1298899227038
task-178-are-same: false
task-178-character-0-alphabet: inuktitut
task-178-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k028sfxpy.png
task-178-character-0-character-number: 02
task-178-character-0-id: a1z59eb5sfxpy
task-178-character-1-alphabet: sylheti
task-178-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh2019duil.png
task-178-character-1-character-number: 20
task-178-character-1-id: a3209gno9duil
task-178-is-correct-answer: true
task-178-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301232031955,"which":13}
task-178-keypress_before_show_prompt_count: 0
task-178-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-178-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-178-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-178-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-178-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-178-reaction-time: 1425
task-178-time-of-doTask: 1298899229885
task-178-time-of-keypress: 1298899231955
task-178-time-of-showCharacters: 1298899230530
