assignmentId: 22O6NG1FS3NY13MLIQ6ZYZL36RSZLM
task-143-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aet0iabwgt7a06easth.png
task-143-character-1-character-number: 06
task-143-character-1-id: ae0ibwt7asth
task-143-is-correct-answer: false
task-143-keypress: {"altKey":false,"charCode":104,"ctrlKey":false,"keyCode":104,"metaKey":false,"shiftKey":false,"timeStamp":1301236530648,"which":104}
task-143-keypress_before_show_prompt_count: 0
task-143-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-143-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-143-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-143-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-143-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-143-reaction-time: 339
task-143-time-of-doTask: 1298903729651
task-143-time-of-keypress: 1298903730648
task-143-time-of-showCharacters: 1298903730309
task-144-character-0-alphabet: myanmar
task-144-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn25cehci
task-144-character-0-character-number: 25
task-144-character-0-id: a1s3njxh
task-144-keypress: {"altKey":false,"charCode":104,"ctrlKey":false,"keyCode":104,"metaKey":false,"shiftKey":false,"timeStamp":1301236533320,"which":104}
task-144-keypress_before_show_prompt_count: 0
task-144-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-144-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-144-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-144-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-144-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-144-reaction-time: 266
task-144-time-of-doTask: 1298903731660
task-144-time-of-keypress: 1298903733320
task-144-time-of-showCharacters: 1298903733054
task-15-are-same: true
task-15-character-0-alphabet: tagalog
task-15-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa06ipb1s.png
task-15-character-0-character-number: 06
task-15-character-0-id: avlbkm6qpb1s
task-15-character-1-alphabet: tagalog
task-15-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tm0aktg6ka06ujezd1.png
task-15-character-1-character-number: 06
task-15-character-1-id: a3m0kt6kjezd1
task-15-is-correct-answer: false
task-15-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235967976,"which":97}
task-15-keypress_before_show_prompt_count: 0
task-15-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-15-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-15-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-15-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-15-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-15-reaction-time: 257
task-15-time-of-doTask: 1298903166648
task-15-time-of-keypress: 1298903167976
task-15-time-of-showCharacters: 1298903167719
task-16-are-same: true
task-16-character-0-alphabet: atemayar
task-16-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm25ipb1s.png
task-16-character-0-character-number: 25
task-16-character-0-id: avlbkm6qpb1s
task-16-character-1-alphabet: atemayar
task-16-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ayotvlelum25yv1c9h.png
task-16-character-1-character-number: 25
task-16-character-1-id: a1yovlluv1c9h
task-16-is-correct-answer: false
task-16-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235976392,"which":97}
task-16-keypress_before_show_prompt_count: 3
task-16-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-16-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-16-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-16-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-16-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-16-reaction-time: 351
task-16-time-of-doTask: 1298903168984
task-16-time-of-keypress: 1298903176392
task-16-time-of-showCharacters: 1298903176041
task-17-are-same: true
task-17-character-0-alphabet: korean
task-17-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde397oebd.png
task-17-character-0-character-number: 39
task-17-character-0-id: aav4pzxdoebd
task-17-character-1-alphabet: korean
task-17-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe39txngce.png
task-17-character-1-character-number: 39
task-17-character-1-id: a2px0aywxngce
task-17-is-correct-answer: false
task-17-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235978639,"which":97}
task-17-keypress_before_show_prompt_count: 0
task-17-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-17-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-17-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-17-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-17-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-17-reaction-time: 420
task-17-time-of-doTask: 1298903177400
task-17-time-of-keypress: 1298903178639
task-17-time-of-showCharacters: 1298903178219
task-18-are-same: true
task-18-character-0-alphabet: sylheti
task-18-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh193gst4.png
task-18-character-0-character-number: 19
task-18-character-0-id: a4858n7ggst4
task-18-character-1-alphabet: sylheti
task-18-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh19znkucn.png
task-18-character-1-character-number: 19
task-18-character-1-id: a3pkun3onkucn
task-18-is-correct-answer: false
task-18-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235980863,"which":97}
task-18-keypress_before_show_prompt_count: 0
task-18-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-18-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-18-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-18-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-18-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-18-reaction-time: 364
task-18-time-of-doTask: 1298903179647
task-18-time-of-keypress: 1298903180863
task-18-time-of-showCharacters: 1298903180499
task-19-are-same: true
task-19-character-0-alphabet: korean
task-19-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue29fh14ls.png
task-19-character-0-character-number: 29
task-19-character-0-id: a2nm1qzuh14ls
task-19-character-1-alphabet: korean
task-19-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me297larg.png
task-19-character-1-character-number: 29
task-19-character-1-id: aj6upe9mlarg
task-19-is-correct-answer: false
task-19-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235983064,"which":97}
task-19-keypress_before_show_prompt_count: 0
task-19-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-19-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-19-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-19-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-19-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-19-reaction-time: 271
task-19-time-of-doTask: 1298903181870
task-19-time-of-keypress: 1298903183064
task-19-time-of-showCharacters: 1298903182793
task-2-are-same: false
task-2-character-0-alphabet: tagalog
task-2-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa10ooa9ge.png
task-2-character-0-character-number: 10
task-2-character-0-id: a1a25pyfoa9ge
task-2-character-1-alphabet: sylheti
task-2-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h20n5spo8.png
task-2-character-1-character-number: 20
task-2-character-1-id: a30xq7555spo8
task-2-is-correct-answer: true
task-2-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235927447,"which":97}
task-2-keypress_before_show_prompt_count: 0
task-2-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-2-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-2-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-2-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-2-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-2-reaction-time: 428
task-2-time-of-doTask: 1298903125879
task-2-time-of-keypress: 1298903127447
task-2-time-of-showCharacters: 1298903127019
task-20-are-same: false
task-20-character-0-alphabet: tagalog
task-20-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va05r0a30.png
task-20-character-0-character-number: 05
task-20-character-0-id: aljsxt6v0a30
task-20-character-1-alphabet: sylheti
task-20-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh28znkucn.png
task-20-character-1-character-number: 28
task-20-character-1-id: a3pkun3onkucn
task-20-is-correct-answer: true
task-20-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235990575,"which":97}
task-20-keypress_before_show_prompt_count: 0
task-20-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-20-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-20-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-20-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-20-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-20-reaction-time: 916
task-20-time-of-doTask: 1298903188796
task-20-time-of-keypress: 1298903190575
task-20-time-of-showCharacters: 1298903189659
task-21-are-same: false
task-21-character-0-alphabet: tagalog
task-21-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka056qumi2.png
task-21-character-0-character-number: 05
task-21-character-0-id: a3qat9qkqumi2
task-21-character-1-alphabet: myanmar
task-21-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/admc8yvbakon32vocrr.png
task-21-character-1-character-number: 32
task-21-character-1-id: adc8vbkoocrr
task-21-is-correct-answer: true
task-21-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235993143,"which":97}
task-21-keypress_before_show_prompt_count: 0
task-21-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-21-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-21-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-21-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-21-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-21-reaction-time: 607
task-21-time-of-doTask: 1298903191581
task-21-time-of-keypress: 1298903193143
task-21-time-of-showCharacters: 1298903192536
task-22-are-same: true
task-22-character-0-alphabet: myanmar
task-22-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mstyvgajqn32bfl5kk.png
task-22-character-0-character-number: 32
task-22-character-0-id: a1stvgjqfl5kk
task-22-character-1-alphabet: myanmar
task-22-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on32znkucn.png
task-22-character-1-character-number: 32
task-22-character-1-id: a3pkun3onkucn
task-22-is-correct-answer: true
task-22-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-22-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-22-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-22-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-22-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-22-reaction-time: -1
task-22-time-of-doTask: 1298903194152
task-22-time-of-showCharacters: 1298903195584
task-23-are-same: false
task-23-character-0-alphabet: korean
task-23-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kudoqvr4pe04ufypkn.png
task-23-character-0-character-number: 04
task-23-character-0-id: a1udqv4pfypkn
task-23-character-1-alphabet: atemayar
task-23-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm10hg1ofp.png
task-23-character-1-character-number: 10
task-23-character-1-id: a2pfktghg1ofp
task-23-is-correct-answer: true
task-23-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236002312,"which":97}
task-23-keypress_before_show_prompt_count: 0
task-23-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-23-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-23-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-23-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-23-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-23-reaction-time: 1018
task-23-time-of-doTask: 1298903200592
task-23-time-of-keypress: 1298903202312
task-23-time-of-showCharacters: 1298903201294
task-24-are-same: false
task-24-character-0-alphabet: sylheti
task-24-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh173gst4.png
task-24-character-0-character-number: 17
task-24-character-0-id: a4858n7ggst4
task-24-character-1-alphabet: tagalog
task-24-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa10ipb1s.png
task-24-character-1-character-number: 10
task-24-character-1-id: avlbkm6qpb1s
task-24-is-correct-answer: true
task-24-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301236005407,"which":97}
task-24-keypress_before_show_prompt_count: 0
task-24-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-24-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-24-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-24-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-24-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
